<<<<<<< HEAD
,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
277,治愈丨今年最火的爱情新歌,2017-04-24,13178129,34205,463,18,444,流行 华语 00后
278,华语精选｜评论超过10万的热门歌曲,2022-08-23,2038040,1801,45,14,215,华语 00后 流行
279,接受正义的洗礼,2021-01-17,15706,68,2,6,131,说唱 00后 nan
280,睡不着的凌晨 我也总在想我们还有没有机会,2025-04-07,99416,349,10,4,22,00后 网络歌曲 nan
281,压迫感电音|全场真空氧气泵式低音,2024-07-23,347565,898,8,2,186,流行 游戏 00后
282,车载DJ | 舒缓身心，告别疲劳,2024-05-09,220150,1310,18,12,190,电子 驾车 00后
283,能够让人感到愉悦快乐的歌曲,2019-06-25,4707287,20418,262,82,74,00后 清晨 nan
284,蹦迪一时爽 一直蹦迪一直爽,2017-07-29,4440103,24095,366,68,110,华语 电子 00后
285,周末放松心情的轻松欢快,2017-06-05,395021,771,8,3,452,流行 华语 00后
286,小时候陪我们的老歌曲集¶Kona Nahxilar|新,2024-03-19,228915,191,30,1,48,流行 华语 00后
287,连名字你都说错,2022-01-12,1549632,16180,306,242,230,网络歌曲 00后 流行
288,欧美 | 精选良曲 前奏/开口就会让你沉醉,2019-07-03,388943,2978,76,89,412,欧美 流行 00后
289,那些过往 风轻云淡 ,2020-02-19,3653515,25946,611,455,65,华语 流行 00后
290,青春啊！它苦涩如歌,2024-06-19,517480,3335,31,18,43,00后 榜单 nan
291,婚礼必备的歌曲（持续更新）,2023-06-14,103810,199,19,1,183,流行 舞曲 00后
292,中文高级腔调★极品flow说唱,2020-12-17,473834,4157,55,33,135,华语 说唱 00后
293,一字狂 两字傲 追猎里要称王,2025-05-24,225282,1691,41,14,119,流行 网络歌曲 00后
294,魔怔 旋律 权威 DJ 混搭,2024-07-24,457042,3160,53,140,194,流行 00后 网络歌曲
295,宝藏丨一听就点红心系列,2016-02-24,1479075,3957,204,162,444,流行 华语 00后
296,“听歌 抽烟 陷入回忆”,2020-03-08,112991,298,10,2,289,华语 流行 00后
297,你能否读懂我的孤独 然后陪伴我,2025-04-25,109060,430,1,6,269,00后 伤感 nan
298,日语专场 Jpop还拿不下你？,2021-08-22,168246,2958,32,24,548,日语 流行 00后
299,【回忆杀】2018年的那个夏天到底有啥魔力？,2025-01-16,131765,1210,19,5,59,流行 网络歌曲 00后
300,国漫回忆 | 见证了00后童年的动画片主题曲,2025-04-29,85787,1098,27,4,145,00后 流行 影视原声
301,我喜欢你 但是我深知我们不能在一起,2025-06-15,227651,2040,34,64,126,流行 校园 00后
302,【压迫感】反派狠角色专属BGM大全 ,2024-11-03,267979,1233,325,205,200,电子 驾车 00后
303,2025年热门流行单曲精选,2025-07-11,1686907,2186,26,33,229,流行 网络歌曲 00后
304,车载DJ | 热播嗨曲燃起内心躁动,2024-05-09,389410,2540,26,48,190,电子 驾车 00后
305,神明也在地狱里,2019-01-22,1317189,9437,182,70,927,流行 00后 翻唱
306,「温柔翻唱」好听的歌从来没有完整版,2020-06-17,6651404,28992,597,117,210,翻唱 00后 流行
307,在村里练了10年拳出了村发现他们都用权,2024-12-24,126393,474,3,3,30,兴奋 00后 驾车
308,年少轻狂就一回，你说我能惯着谁./,2025-08-08,173467,772,13,3,471,00后 网络歌曲 驾车
309,韩娱女团神曲集,2024-09-16,130723,678,11,3,77,韩语 流行 00后
310,我喜欢了很久的一些rap,2018-12-13,34354,131,7,2,369,90后 放松 00后
311,挺喜欢你的但你身边好像并不缺我,2019-10-28,6394001,31721,653,161,379,华语 翻唱 00后
312,『1w+热评』欧美万评撩耳伤感英文歌曲 ,2021-01-14,403736,2855,28,11,124,欧美 伤感 00后
313,左脚画圈右脚踢 哥们虐你如呼吸,2025-03-12,85162,495,12,1,143,网络歌曲 00后 nan
314,【时代少年团】2025加冠礼演唱会海口站,2025-04-12,203404,2274,65,17,34,华语 流行 00后
315,我的纸飞机呀飞呀飞｜00后回忆曲,2023-10-14,1084196,3501,21,33,217,流行 怀旧 00后
316,漫波~（哈基米活全家音乐）,2025-07-16,110664,2173,167,22,41,流行 快乐 00后
317,「日系」旭日为待，怎可语寒？,2017-07-01,10918,44,1,2,915,日语 ACG 00后
318,别说以前了我不喜欢也不记得,2025-03-09,34955,181,5,11,55,流行 怀旧 00后
319,「双笙」三笙有幸，为你而来。,2018-11-08,590531,10808,106,193,211,00后 nan nan
320,时代少年团｜最全收录,2022-06-20,28583,861,5,5,396,流行 00后 翻唱
321,敲级甜！怦然心动的粉色wink,2023-01-05,1365987,8193,158,40,342,流行 浪漫 00后
322,情窦初开时，晚风中只想抓紧你手,2024-12-26,28289,126,3,1,202,华语 治愈 00后
323,清新自然风带你走进森林,2017-02-24,6028253,19425,221,35,453,华语 90后 00后
324,00后从小听到大的动画片主题曲,2025-04-28,406772,2239,58,3,79,流行 怀旧 00后
325,重返00年代 | 聆听童年记忆里的经典老歌,2024-02-24,370039,1545,33,6,108,华语 怀旧 00后
326,【癫文】时代的诡异美学,2025-08-01,67199,4753,13,3,123,游戏 00后 ACG
327,超好听的年度全网热播爆款单曲,2025-07-30,171127,447,4,1,231,流行 网络歌曲 00后
328,听赵雷，不迷糊，享受同频乐趣！,2025-08-03,222313,635,5,4,16,流行 民谣 00后
329,1.2x1.3x耳机里传来的又是谁的遗憾和失落,2025-05-26,44854,217,2,1,114,00后 伤感 网络歌曲
330,节奏感｜嗨友歌单持续分享,2025-08-01,213698,4360,7,1,54,00后 流行 电子
331,马嘉祺让人百听不厌的歌,2024-10-13,43519,576,18,9,15,华语 流行 00后
332,深夜emo专用,2025-08-25,130404,664,16,12,33,流行 夜晚 00后
333,逆风翻盘の小曲,2023-12-18,2853276,29380,295,95,135,兴奋 运动 00后
334,京剧腔|台上悲欢独自唱,2021-09-03,12854,362,3,1,603,古风 00后 流行
335,国内外顶级rap 狠货 小众,2020-12-07,866635,5067,79,46,236,运动 安静 00后
336,有一天我不再觉得失去是舍不得,2025-06-14,119026,1027,14,12,176,说唱 网络歌曲 00后
337,我的深情感动不了你,2020-06-19,415684,1065,34,70,237,伤感 00后 R&B/Soul
338,戴上耳机，整个世界都是MYSELF的,2019-05-12,118297,410,5,3,1775,欧美 流行 00后
339,【be美学】写文/画画灵感库,2024-09-21,7592,140,5,1,69,世界音乐 孤独 00后
340,你说你会一直陪着我,2022-05-12,514343,4200,45,66,275,华语 安静 00后
341,深夜emo必听|1.2x快速变调伤感歌曲,2025-06-15,9704,58,1,1,65,网络歌曲 伤感 00后
342,运动【硬曲】【战歌起】自律时代,2024-09-01,72835,216,1,2,150,驾车 00后 90后
343,魔怔界里我称王 人称外号卢关王,2025-06-29,92570,563,19,3,123,流行 网络歌曲 00后
344,就这个停顿爽（DJ）,2025-08-28,102596,1489,25,34,66,华语 工作 00后
345,情绪像玻璃，易碎易崩溃,2025-06-25,207806,846,1,1,416,00后 华语 nan
346,R&B郑润泽 罗言....,2021-10-16,80164,471,9,1,482,流行 说唱 00后
347,魔性小曲一响｜听完就上头,2025-09-02,58786,1432,11,2,74,00后 网络歌曲 游戏
348,酒吧DJ超强重低音越南鼓 Vina House,2020-12-19,3545691,21669,660,125,98,电子 00后 摇滚
349,不食人间烟火，不畏人间恐惧。,2019-01-24,2290939,13573,281,66,562,流行 00后 网络歌曲
350,00后童年动画片歌曲回忆大全 | 主题曲精选,2025-04-26,31969,168,9,1,109,00后 怀旧 影视原声
351,那我听完这些歌就忘掉你吧,2024-04-14,1478366,1855,26,41,415,华语 流行 00后
352,超燃向 | 逆转命运 就是此刻！,2025-04-28,245799,1502,24,7,118,电子 驾车 00后
353,实力的碾压巴西FUNK/.,2025-08-26,5105,86,6,3,432,00后 电子 金属
354,原来不开心听歌真的会哭,2025-06-15,102751,785,5,38,24,流行 伤感 00后
355,“节奏PHONK”暗黑脏感内啡肽,2025-05-14,206777,1445,20,13,287,电子 兴奋 00后
356,2025车载DJ嗨曲热榜（持续更新）,2023-06-15,28121,168,3,8,216,电子 欧美 00后
357,“肾上腺素狂飙”推荐的PHONK,2025-06-04,34052,165,2,2,287,电子 兴奋 00后
358,适合戴耳机听歌写作业的歌,2020-03-21,17957,231,2,19,224,学习 00后 安静
359,听觉盛宴 精选必听（持续更新）,2025-04-27,182687,312,3,27,248,华语 流行 00后
360,“勇敢的人先爱世界”,2019-06-12,140245,1106,28,6,871,流行 放松 00后
361,老黑歌曲全集Dimasman（更新中）,2017-07-24,8997927,29708,352,46,452,流行 华语 00后
362,哈基米の曼波魔性循环/小曲合集,2025-08-11,103881,1585,98,6,61,流行 快乐 00后
363,我需要的不是判官，而是靠山,2025-06-18,511094,2980,16,34,99,流行 兴奋 00后
364,享受說唱flow狂轟亂炸,2019-08-29,7562218,69883,1011,307,599,华语 说唱 00后
365,漫波~（哈基米活全家音乐）,2025-07-27,96136,1701,118,11,46,放松 快乐 00后
366,童年回忆：00后动画片主题曲大全 回忆杀！,2025-04-29,115801,984,6,2,149,00后 流行 影视原声
367,00后动画片主题曲——斩！,2022-05-12,2344632,35571,426,178,93,00后 经典 怀旧
368,「kpop」夏日仙曲 像喝了海盐味汽水,2024-08-16,148380,940,3,8,92,韩语 快乐 00后
369,如果他喜欢我，会不会不一样啊……,2021-05-22,2424759,17141,442,56,264,浪漫 00后 流行
370,真的会有人 等一个人 一年又一年吗,2019-03-17,6066816,25981,597,966,358,流行 放松 00后
371,结局无所谓 你永远是我20岁那年最爱,2021-02-24,788292,2758,37,10,562,00后 nan nan
372,华语经典：200首妥妥列表循环,2024-08-22,130001,187,2,3,26,华语 00后 怀旧
373,绝对的实力碾压Phonk-Funk/.,2024-12-06,171581,2610,59,40,100,电子 00后 nan
374,遗憾也该收场了,2019-08-27,4731572,19659,309,156,386,00后 治愈 孤独
375,「流行」月亮掉入凡间✨,2018-07-13,33052,270,4,5,1698,流行 快乐 00后
376,哈基米南北绿豆： 这便是哈的,2025-10-16,1565,28,2,1,119,流行 网络歌曲 00后
377,全体乌蒙吃出列！,2024-04-20,43611,870,13,108,197,游戏 00后 nan
378,植物大战僵尸音乐全集,2018-07-04,81172,1052,8,6,45,90后 00后 游戏
379,空灵意境·零碎的岛屿会找到海,2025-04-16,125746,3204,116,2,64,轻音乐 孤独 00后
380,电音女嗓｜赴一场灵动抓耳的约会,2022-05-28,49029,420,4,4,218,欧美 电子 00后
381,综合（啥都有点，啥也不多）,2018-08-18,131152,2870,5,41,60,学习 00后 nan
382,最痛的纪念品.,2020-10-16,149619,915,23,4,224,华语 夜晚 00后
383,Lirik Nahxilar 抒情情歌,2020-02-24,154121,90,15,2,310,流行 00后 New Age
384,谁的青春无记忆！00后国漫回忆杀,2024-02-25,137720,1076,7,7,154,华语 00后 ACG
385,光狗叫有什么用 咬到我才算真本事,2022-07-06,1808408,21799,208,195,229,后摇 00后 摇滚
386,后来“我们还是没有在一起”,2023-12-29,16878,52,1,1,18,治愈 00后 伤感
387,漫波~（哈基米活全家音乐）,2025-07-25,144449,3155,231,27,50,流行 快乐 00后
388,@公路詩集.私藏❤️旋律～,2024-05-30,122865,431,10,2,425,驾车 00后 nan
389,熟悉又温暖的纯音乐 | 持续更新,2022-03-18,36513768,10722,2105,33,166,00后 学习 夜晚
390,老歌越听越有味，旧人越看越无情,2023-07-30,2387711,7197,68,42,93,90后 00后 经典
391,赐我一把斩断过去的剑刃,2024-12-22,98992,821,69,3,77,流行 00后 nan
392,那些好听的英文歌（有黄的哈）,2024-12-27,95263,2356,27,28,106,欧美 00后 性感
393,甜甜的恋爱【情歌说唱】,2020-01-13,2132649,14915,847,271,189,说唱 清新 00后
394,二次元神曲合集｜肯定有你耳熟的,2023-12-04,28325,390,4,15,76,00后 日语 nan
395,Hiphop是救命的胰岛素,2019-08-07,457189,2145,52,7,1280,华语 说唱 00后
396,流行欧美川“始于放松，终于沉”,2016-03-21,41616,567,5,2,444,流行 00后 浪漫
397,追猎大手子进行曲,2024-02-05,1517092,13989,242,134,130,00后 游戏 nan
398,东南亚越南鼓 口水旋律 水调节奏 桂系,2025-03-16,1061229,8322,153,38,68,电子 00后 nan
399,沉浸在诗意世界的古典,2017-02-07,866714,1634,18,1,451,流行 华语 00后
400,回看那年网络三巨头的时代,2024-06-17,24787,88,1,1,45,华语 00后 90后
401,那些超级熟悉却记不起歌名的歌,2025-09-14,66522,938,29,6,206,网络歌曲 流行 00后
402,爽歌PHONK｜压迫感/电子/纯音,2025-05-18,37891,214,4,1,287,电子 兴奋 00后
403,听完这些歌，就该放下你了,2021-01-16,6948334,34489,1662,525,540,00后 翻唱 华语
404,东南亚越南鼓 口水旋律 水调节奏 桂系,2025-07-23,59726,522,6,6,69,00后 电子 nan
405,Stray Kids的专属歌单™持更,2018-03-06,20183,570,9,238,361,韩语 流行 00后
406,看《道诡异仙》，做『赛博真仙』！,2023-11-15,394823,7051,74,40,140,华语 另类/独立 00后
407,甜甜温柔的rap 想和rapper恋爱了,2019-08-23,1078070,7639,176,25,332,说唱 00后 nan
408,可惜你不听姜云升也不懂我,2021-04-15,1120810,11849,234,399,57,说唱 00后 nan
409,戴上耳机 呼吸同频,2019-07-25,23321,37,2,2,234,00后 流行 nan
410,马思唯丨baby我除了你一无所有,2022-11-29,16433,92,3,5,267,说唱 兴奋 00后
411,漫波~（哈基米活全家音乐）,2025-08-02,37504,607,32,5,45,流行 快乐 00后
412,哭干了眼泪 不再继续讲伤悲,2025-06-13,78059,362,20,7,200,流行 00后 伤感
413,网络没有避风港 怕黑别玩互联网,2025-03-24,39184,255,3,3,130,流行 00后 网络歌曲
414,少年励志歌曲 ｜谁的青春谁做主,2023-12-07,68488,290,2,1,84,华语 00后 快乐
415,不同风格的中文说唱,2022-10-31,48638,165,5,6,714,说唱 00后 华语
416,00后童年回忆杀 | 国产动画片主题曲,2025-04-30,677870,5127,139,16,134,华语 流行 00后
417,00后回忆杀 | 童年时光 国产动画主题曲,2023-09-09,1783677,18263,333,49,134,流行 怀旧 00后
418,如果忧郁都是天赋,2025-08-24,3564,20,1,1,23,伤感 00后 nan
419,（powfu）宝 藏 男 孩 →请收下,2020-02-10,514494,6775,165,126,179,流行 治愈 00后
420,当晚风向我徐徐吹来，我又以为回到了从前。,2019-02-04,132769,828,190,7,742,清新 00后 怀旧
421,深夜emo神曲：若月亮还没来 未必 如果可以,2024-04-18,156058,698,2,6,59,流行 00后 伤感
422,工作学习时提神醒脑的励志,2017-06-16,2761396,8314,130,30,452,华语 流行 00后
423,韩流：全球热门的韩语歌曲精选,2024-03-17,13598,53,2,1,43,韩语 流行 00后
424,2000-2009年后港乐时代精选粤语歌,2023-10-22,344906,2129,17,17,98,粤语 00后 流行
=======
,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
0,2000s放松听 | 寻找千禧年代的惬意悠然,2023-06-09,65420,338,1,1,60,nan nan nan
1,2000s HipHop | 重温说唱巅峰时代,2023-03-29,257958,2830,34,8,70,nan nan nan
2,2000s Trip | 千禧年的海风与热浪,2023-06-26,37411,662,4,2,59,nan nan nan
3,重返2006 | 从方大同开始探索精彩2006,2021-07-06,812417,8514,27,9,107,nan nan nan
4,千禧粤语热播 | 青春里的粤语经典,2021-04-06,9264985,55686,462,221,105,nan nan nan
5,Sad 2000s | 千禧年代的心碎点滴,2023-05-16,220962,1303,19,5,60,nan nan nan
6,2000s宝岛热播 | 和张惠妹一起重返精彩千禧年代,2025-04-20,232198,1235,9,2,265,nan nan nan
7,重返2005 | 跟随王蓉《哎呀》进入2005,2021-07-06,1219230,8766,30,16,110,nan nan nan
8,2000s华语民谣 | 听时光回溯岁月之声,2023-10-08,968489,3142,17,9,49,nan nan nan
9,2000s Folk | 回到新千年的民谣世界,2023-10-11,133187,586,15,4,79,nan nan nan
10,2000s华语摇滚 | 在青春与自由的土地上肆意生长,2023-10-17,573060,2414,11,3,71,nan nan nan
11,2000s华语R&B | 重回华语R&B豆蔻年华,2023-10-12,1169014,11277,78,10,45,nan nan nan
12,重返2009 | 萧敬腾蔡健雅等2009经典等你来听,2021-07-06,727669,5898,27,11,108,nan nan nan
13,2000s Jazz | 感受千禧年的爵士变革,2023-07-07,25123,333,2,2,60,nan nan nan
14,日语动漫旋律 | 追寻00年代二次元动漫旋律,2023-09-20,26466,3361,1,3,30,nan nan nan
15,曼波~（哈基米活全家音乐）,2025-10-07,11405,209,10,3,94,流行 快乐 00后
16,00年代华语民谣 | 感受00年代的民谣风向,2023-09-25,13454,119,2,1,30,nan nan nan
17,曼波～哈基米南北绿豆：这便是哈的皇朝,2025-10-15,28667,354,48,6,103,流行 网络歌曲 00后
18,曼波～哈基米南北绿豆：这便是哈的皇朝,2025-10-17,41322,824,84,13,101,流行 网络歌曲 00后
19,曼波～（哈基米活全家音乐）,2025-10-06,926,13,3,1,94,流行 快乐 00后
20,人生本就是一场相遇一场离别,2025-10-15,37387,596,7,2,79,兴奋 网络歌曲 00后
21,哈基米の曼波魔性循环小曲合集,2025-10-01,977,13,1,1,79,流行 快乐 00后
22,哈基米南北绿豆：这便是哈的皇朝,2025-10-17,38395,566,88,9,109,快乐 网络歌曲 00后
23,哈基米南北绿豆：这便是哈的皇朝,2025-10-18,679,10,1,1,106,快乐 网络歌曲 00后
24,曼波～（哈基米活全家音乐）,2025-10-02,1876,30,3,3,82,流行 快乐 00后
25,曼波～哈基米南北绿豆：这便是哈的皇朝,2025-10-24,110,4,4,1,98,流行 00后 快乐
26,燃向『写作业/刷题/学习』可以听的歌曲,2022-09-17,63607,1113,10,9,97,学习 放松 00后
27,哈基米南北绿豆：这便是哈的皇朝,2025-10-17,3669,55,8,1,108,快乐 网络歌曲 00后
28,丢了那把破伞才发现根本没雨,2025-10-12,65665,1056,19,6,176,流行 兴奋 00后
29,我的梦里吹来了一阵风,2025-06-25,79076,1627,11,5,66,安静 学习 00后
30,「瞬间沉醉的旋律」,2025-04-25,115721,782,9,4,41,感动 00后 放松
31,哈基米南北绿豆曼波～精选,2025-10-20,138947,2722,175,19,124,流行 00后 网络歌曲
32,哈基米南北绿豆：这便是哈的,2025-10-17,3123,38,17,3,121,快乐 网络歌曲 00后
33,哈其米南北绿豆曼波～精选,2025-10-20,26362,591,66,5,123,流行 网络歌曲 00后
34,流行进行曲·快乐时光拼凑浪漫乐符,2017-04-18,2619336,5146,109,11,153,浪漫 00后 流行
35,哈基米南北绿豆（精选）,2025-10-15,33875,305,15,4,42,流行 网络歌曲 00后
36,哈基米哦南北绿豆：这便是哈基米宇宙,2025-10-02,3165,64,11,3,122,网络歌曲 00后 nan
37,哈基米南北绿豆： 这便是哈的,2025-10-08,10897,201,23,3,124,流行 网络歌曲 00后
38,曼波~（哈基米活全家音乐）,2025-10-08,359,10,2,1,94,流行 快乐 00后
39,哈基米の曼波魔性循环小曲合集,2025-09-18,69151,1104,44,5,82,流行 快乐 00后
40,【新中式R&B】如林中清泉 仙气入耳 ,2024-09-12,60802,1221,34,13,189,R&B/Soul 古风 00后
41,不做低端感情里面的福尔摩斯,2022-05-23,1922571,8974,149,55,192,网络歌曲 00后 酒吧
42,在转角在咖啡馆 微笑替我诉说思念,2025-06-20,135227,764,2,1,157,华语 翻唱 00后
43,唯此间江湖年少 偏爱纵横天下,2020-01-18,473699,6122,62,27,65,华语 00后 流行
44,华语丨音乐是一片秋叶，撩人乡思,2018-10-04,949669,2806,65,91,287,流行 华语 00后
45,动画片主题曲大全 | 治愈00后童年美好回忆,2025-08-26,50869,237,8,1,113,流行 怀旧 00后
46,痛过了心扉 不再沉溺于回忆,2025-07-11,149093,620,1,12,201,流行 00后 伤感
47,未说的解释・藏进轻描淡写的旋律,2025-09-02,51965,620,6,2,93,流行 00后 nan
48,我已经看完了我们的结局 最终章,2020-04-25,72801,1802,29,17,797,轻音乐 ACG 00后
49,韩语kpop（娃墨吒鲸兔毛芙击）,2023-08-26,270978,2035,15,18,257,韩语 00后 流行
50,别把青春困在爱里 你我永远潇洒自由,2020-06-21,219629,936,10,4,253,伤感 放松 00后
51,缘分没用尽的时候 会用梦来还,2024-07-11,12140,20,5,1,105,华语 思念 00后
52,今天你恶龙了吗,2022-10-02,2520928,28874,1077,1113,125,欧美 另类/独立 00后
53,芙蓉王扁 （瑞克五代顶针 ）,2025-09-06,16378,61,7,5,75,00后 翻唱 nan
54,『粤语』可惜Ta不懂粤语更不懂beyond,2022-05-12,1020064,3930,65,22,67,粤语 90后 00后
55,我的心可不冷，但你捂不热.,2019-01-05,1168804,6982,73,46,267,00后 流行 治愈
56,曾经的故事已落幕，爱意仍在心间,2025-06-20,194529,706,5,1,81,治愈 00后 nan
57,在我的记忆里 你也曾说害怕失去我,2025-04-02,310513,1109,33,13,184,伤感 00后 夜晚
58,梦幻婚礼的经典旋律（不断添加）,2025-09-02,168374,432,25,1,136,流行 舞曲 00后
59,很想你跟我走 但我更想你愿意,2021-10-26,541084,1709,53,13,219,00后 华语 流行
60,听三千遍歌能找到自己嘛,2022-01-26,98295,223,6,7,21,00后 安静 夜晚
61,孤高之人高能BGM （独攀小曲）,2025-02-20,286409,1209,19,8,79,流行 00后 nan
62,伤感丨为爱喝死不是罪,2017-02-04,1350556,2167,44,2,420,流行 华语 00后
63,米津玄師全收录（倒序，持续更新，无重复）,2019-05-29,115129,3635,28,42,143,日语 00后 流行
64,夜晚丨无法入睡陪伴你,2019-01-11,908609,5518,154,98,324,流行 华语 00后
65,雄鹰再次展翅飞 我必剥夺你辉煌,2025-06-28,45144,163,3,2,229,流行 00后 网络歌曲
66,听不快不慢的歌 想不远不近的人,2021-03-17,1542553,5949,104,55,136,思念 00后 nan
67,『网络精选』听一首把自己感动的歌,2023-08-12,33124,80,4,1,227,华语 流行 00后
68,我停止了主动 你又能记住我多久,2024-09-21,22061,206,15,18,498,流行 华语 00后
69,ヰ世界情緒 (异世界情緒),2023-08-26,49336,1405,7,12,226,日语 00后 nan
70,永远跟心走 心说跟你走,2023-05-27,35488,159,5,1,216,00后 流行 思念
71,戴上耳机以自己为中心,2024-11-30,63889,616,9,10,83,流行 散步 00后
72,破碎就像是一場無法醒來的夢境.,2025-01-11,12565,35,4,1,202,流行 伤感 00后
73,若能放下过往，也许已然快乐,2025-06-25,152664,1712,13,7,32,00后 华语 流行
74,流媒体热播-BGM旋律合集,2025-08-01,242875,1326,3,1,147,网络歌曲 00后 nan
75,爱已化作悲鸣的音符,2023-07-13,758438,3551,87,41,258,思念 00后 怀旧
76,不是说她是你挚爱吗 怎么分了,2024-01-01,343168,1876,37,456,175,伤感 00后 网络歌曲
77,慢热丨会让你沉静在其中,2017-02-06,338934,505,18,1,451,华语 00后 清新
78,时代少年团即出道到现在全部团歌,2024-04-20,93478,2529,60,33,39,流行 治愈 00后
79,旋律 天道又如何 那便战吧,2024-09-16,255614,1248,30,8,147,流行 驾车 00后
80,越是没有武器 越要变得强大,2019-01-12,5738718,40590,1360,264,233,游戏 00后 榜单
81,别因为一时冲动，而忘记对方的好,2023-12-09,93919,390,15,1,71,华语 伤感 00后
82,00最爱听的说唱：最怕rapper唱情歌,2025-07-29,75703,900,2,1,28,华语 说唱 00后
83,总有一刻你会懂得有些爱无法重来,2025-06-19,285212,710,1,3,299,华语 00后 90后
84,人变得好快 我想不明白,2025-03-05,16588,226,3,200,366,00后 思念 华语
85,“如朝霞般短暂 如晚霞般绚烂”,2019-07-29,31717,644,7,7,515,ACG 游戏 00后
86,沉浸式练枪，成为瞄准恶魔,2024-12-26,45732,276,5,1,54,欧美 游戏 00后
87,我在台湾做生意的时候.,2025-05-29,12027,78,7,5,25,70后 00后 粤语
88,心中有个王 简称一字狂,2025-03-24,207172,2597,58,13,215,流行 网络歌曲 00后
89,生活处处为难我 你也要吗,2024-12-13,34846,270,17,75,68,流行 00后 nan
90,freedom晚安别熬夜，放松心情,2024-12-13,39802,318,3,6,277,网络歌曲 治愈 00后
91,回忆似刀片 专刀回忆者.,2025-06-02,39184,195,1,5,128,00后 治愈 nan
92,热度爆表 | 当今让人最爱的系列,2019-01-10,1172283,2040,25,7,303,流行 华语 00后
93,幸福请降临我手心,2025-09-12,43972,132,5,1,122,流行 学习 00后
94,敏感不是你的缺点 而是生活带给的情绪,2025-04-26,161366,2015,22,30,64,流行 说唱 00后
95,乘舟将欲行，忽闻岸上踏歌声,2017-02-08,330055,414,10,9,452,流行 华语 00后
96,助眠小曲：一听就放松的旋律,2025-09-02,34641,2227,10,45,81,流行 兴奋 00后
97,哈基米南北绿豆：这便是哈的,2025-08-30,14828,242,2,2,126,流行 网络歌曲 00后
98,看破文专属BGM（对就是那个）,2025-06-13,4131,73,2,1,61,夜晚 性感 00后
99,漫波~（哈基米活全家音乐）,2025-09-04,25463,460,29,12,36,网络歌曲 00后 快乐
100,不做低端感情里面的福尔摩斯,2025-08-14,41725,182,1,1,185,00后 网络歌曲 驾车
101,因为太敏感 爱与痛苦总是双倍感受,2024-06-11,89870,625,7,18,136,流行 思念 00后
102,那爱情到底是什么,2021-04-04,1546269,5366,131,53,186,华语 粤语 00后
103,00后专用歌单哦【日常听歌专用】,2018-06-23,53267,849,3,4,636,00后 快乐 清新
104,「加木和兔子」随机的小幸运会降临。,2024-06-01,103339,1672,23,28,82,工作 00后 说唱
105,我偷藏了好多关于你的梦,2020-06-20,576091,2552,67,19,612,流行 说唱 00后
106,古风男神 声控必备 强推榜一,2016-01-29,252910,4315,37,50,168,古风 90后 00后
107,kpop歌单（娃吒礼墨鲸宝怪）,2025-08-17,13749,123,2,2,83,华语 流行 00后
108,丢了那把破伞才发现根本没雨,2025-07-16,216164,3690,66,55,294,流行 兴奋 00后
109,看双男主小说/漫画必备的歌,2025-04-19,14572,354,4,4,190,兴奋 放松 00后
110,好听的粤语歌｜每首都是宝藏,2022-02-24,1156688,6151,70,24,213,粤语 00后 流行
111,旋律/你的好坏我有所耳闻,2025-08-16,44195,274,2,1,155,00后 网络歌曲 伤感
112,从此天南地北 我一个人又何妨,2025-08-23,37571,239,5,1,108,流行 网络歌曲 00后
113,神也，请再次复燃炎之意志吧,2019-05-19,16172,109,1,1,243,00后 nan nan
114,绝美电音：即刻沦陷的梦幻女嗓,2022-07-18,34984,373,4,5,150,电子 运动 00后
115,鹿晗「Season4」演唱会（最终歌单）,2025-06-28,77051,1018,62,16,37,韩语 流行 00后
116,薛之谦live丨永远不会失望,2020-07-17,1224014,12511,7556,114,172,安静 00后 流行
117,黄誉博｜陪他抵达梦寐之地,2020-12-19,108942,1751,12,23,100,华语 流行 00后
118,【DJ】一战勇 两剑霸 狂野中立王位,2025-06-19,245409,1674,8,2,104,流行 网络歌曲 00后
119,人都会变 我不指望谁待我如初,2025-01-22,7798,60,2,1,117,流行 华语 00后
120,嘻哈说唱|炸裂封神之作,2023-12-05,41009852,27233,209,639,189,华语 说唱 00后
121,华语丨别找了，都在这里,2016-09-28,6685094,19055,274,35,444,华语 流行 00后
122,“生命可以没有灿烂 不能失去的是平凡”,2023-04-16,22237,99,7,5,402,学习 网络歌曲 00后
123,你一言不发偏偏这雨越下越大,2025-03-27,21242,60,1,3,126,夜晚 伤感 00后
124,我想念你，但也只是想念而已,2025-09-02,113981,2320,7,8,89,流行 00后 华语
125,那些动听而又高燃的二次元主题神曲,2019-08-13,120559,2507,17,40,486,90后 00后 快乐
126,「超燃BGM/排位の小曲/上分必备」,2024-01-29,36484,455,2,11,150,游戏 00后 摇滚
127,【华语超甜】百听不厌，无限循环的冷门佳作,2017-05-25,5553740,72759,588,423,653,翻唱 00后 华语
128,看过朝阳便足矣 无需追问夕阳归处。,2025-06-27,235496,486,2,4,228,00后 流行 治愈
129,你会幸福的 迟早,2024-02-12,184533,506,22,21,268,孤独 思念 00后
130,爱你是我做过的最有毅力的事,2024-06-12,5584555,1917,26,19,331,流行 夜晚 00后
